workerid,proliferate.condition,classification,num,sentence,stim,text,trial,type,subject_data.age,subject_data.american,subject_data.assessment,subject_data.comments,subject_data.fairprice,subject_data.gender,subject_data.languages,subject_data.problems,time_in_minutes,error
107,condition1,opportunity,20,"I am thrilled to see Occupy working so constructively to help all those who think they are trapped in debt realize that the trap is to a large extent, comprised simply of intimidation, and that with some of the right kind of guidance and thought, one can get free. Life's problems and our society's problems must still be faced, but once one has attained freedom…",,they tend to forget about that,5,non-legal,53,Yes,Yes,,Can't tell honestly,Male,English,,12.11313333,
25,condition1,opportunity,16,Some women and children have been detained for months in South Texas. Many ties to Georgia found in detention centers are directly linked to the predicament. After winning their freedom…,,They were allowed to live in America,1,legal,34,Yes,Yes,,4,Female,English,No,7.874916667,
132,condition1,opportunity,16,Some women and children have been detained for months in South Texas. Many ties to Georgia found in detention centers are directly linked to the predicament. After winning their freedom…,,They will sue,9,legal,18,,Yes,,,Male,,,16.19745,
153,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,through finances.,10,non-legal,34,Yes,Yes,,2,Female,English,No.,12.10448333,
152,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to achieve anything,4,legal,49,Yes,Yes,,2.5,Female,English,no,10.34678333,
99,condition1,opportunity,8,"One final commonality, though, is less heartening: many organizations appear scared to death of Enterprise 2.0. They're worried that people will use the new tools and accompanying freedom…",,to achieve dreams,3,non-legal,58,Yes,Yes,none,,Female,english,no,12.89703333,
10,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,To achieve his or her goals,9,non-legal,30,Yes,Yes,,,Female,English,No,8.973533333,
147,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,"to achieve life, liberty, and happiness.",4,legal,24,Yes,Yes,,$2.50 ,Female,English,,8.582566667,
196,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to achieve the dream.,3,legal,45,Yes,Yes,Thank you for the opportunity to participate!,$5 ,Male,English,No,16.23405,
238,condition1,opportunity,20,"I am thrilled to see Occupy working so constructively to help all those who think they are trapped in debt realize that the trap is to a large extent, comprised simply of intimidation, and that with some of the right kind of guidance and thought, one can get free. Life's problems and our society's problems must still be faced, but once one has attained freedom…",,to act against Wall St.,4,non-legal,71,Yes,Yes,"Different, but interesting ",1.6,Female,English ,No,15.14003333,
147,condition1,opportunity,19,"Discovery was also the first Star Trek to be rated TV-MA, which gave the showrunners the freedom…",,to air on channels that allowed that rating.,3,non-legal,24,Yes,Yes,,$2.50 ,Female,English,,8.582566667,
66,condition1,opportunity,26,"Knowing constitutional law requires full knowledge of all four Organic Laws of the United States of America and the only way to acquire that knowledge is to read and study those laws. Together, the Declaration of Independence and the Articles of Confederation provide a path to freedom…",,to all people,2,legal,36,Yes,Yes,"Kind of a cute experiment, although some of the examples were very difficult to follow. Probably would've helped to have more context, or it might not have made a difference.",$2 ,Female,english,"There were various grammar issues in the excerpts, but if they're pulled from actual online texts, then typos and errors are always bound to be abound.",8.48465,
14,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,"to allocate the budget, and",9,non-legal,32,Yes,Yes,Interesting to see examples from both history and science fiction.,$3 ,Male,english,"I don't think so, but it was hard to tell if the ""type of freedom"" selection stayed selected - it was a similar color and sometimes seemed to go away.",24.14318333,
16,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to avoid others.,9,non-legal,55,Yes,Yes,no thank you,3,Female,English,no,13.00571667,
24,condition1,opportunity,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,to be a scholar.,4,non-legal,33,Yes,Yes,,3 usd,Male,English,,8.874666667,
160,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to be alone,7,non-legal,28,Yes,Yes,,3,Female,English,no,5.2259,
191,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to be alone with myself,10,non-legal,64,Yes,Yes,,$1 or more,Female,English,no problems,9.68965,
9,condition1,opportunity,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,To be dumb ,5,legal,50,Yes,Yes,,Okay ,Male,English ,No,13.99355,
240,condition1,opportunity,19,"Discovery was also the first Star Trek to be rated TV-MA, which gave the showrunners the freedom…",,to be edgier,10,non-legal,30,Yes,Yes,,0.8,Male,English,No,6.290283333,
187,condition1,opportunity,20,"I am thrilled to see Occupy working so constructively to help all those who think they are trapped in debt realize that the trap is to a large extent, comprised simply of intimidation, and that with some of the right kind of guidance and thought, one can get free. Life's problems and our society's problems must still be faced, but once one has attained freedom…",,To be financially free,1,non-legal,22,Yes,Yes,,2,Female,English,No,7.344016667,
22,condition1,opportunity,19,"Discovery was also the first Star Trek to be rated TV-MA, which gave the showrunners the freedom…",,to be more creative and add more to the story.,10,non-legal,38,Yes,Yes,,$2 ,Male,English,No,5.068833333,
165,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to be ourselves.,9,legal,29,Yes,Yes,,$2.40 ,Male,English,None,7.52265,
208,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,To be picky.,2,non-legal,35,Yes,Yes,,2,Female,English,No,5.414933333,
7,condition1,opportunity,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,to be who I want to be,7,legal,53,Yes,Yes,no,2,Female,English,no,10.05881667,
6,condition1,opportunity,6,"At the time of the Paris Peace Conference, the goal of the conference was described as ""giving birth to a new order to which all mankind is looking for freedom…",,to be who they want to be. ,2,legal,26,Yes,Yes,,Yes,Female,english,No,8.262966667,
207,condition1,opportunity,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,to be who we are.,7,non-legal,31,Yes,Yes,,2,Female,english,no,16.75008333,
163,condition1,opportunity,24,"You've lied to me, held me captive, and separated me from the people I love most in the world. But worst of all, you've used your piety as an excuse to take away my freedom…",,To be with my loved ones,10,non-legal,41,Yes,Yes,,,Male,,,5.0003,
194,condition1,opportunity,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,to bear arms,6,legal,33,Yes,Yes,I am interested in what you will do with the responses,yes,Female,English,no,22.91373333,
127,condition1,opportunity,29,"What happened to those beautiful statutes enunciated in the constitution which guarantee the sanctity of the citizen's life, property, and the many other rights such as the right to freedom…",,To bear arms.,4,legal,26,Yes,Yes,N/a,1.7,Male,English,I can’t tell if I actually clicked an option or not for type of freedom. There was no feedback.,9.730033333,
194,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to buy what they want,4,non-legal,33,Yes,Yes,I am interested in what you will do with the responses,yes,Female,English,no,22.91373333,
208,condition1,opportunity,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,To care for animals,6,legal,35,Yes,Yes,,2,Female,English,No,5.414933333,
165,condition1,opportunity,8,"One final commonality, though, is less heartening: many organizations appear scared to death of Enterprise 2.0. They're worried that people will use the new tools and accompanying freedom…",,to cause harm.,5,non-legal,29,Yes,Yes,,$2.40 ,Male,English,None,7.52265,
21,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,To change the,9,non-legal,28,Yes,Yes,,$7 ,Female,English,No,30.02278333,
12,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,To chart out own path ,8,legal,37,Yes,Yes,,15/hr,Female,ENGLISH,The opportunity/opposition buttons didn’t really show when clicked as different from not clicked. ,8.60025,
38,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,To cheat,5,non-legal,33,Yes,Yes,,2.5,Female,English,I don’t think so but there was no indication of selection when I chose which freedom I thought each one was an example of,12.05291667,
209,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to choose,6,legal,52,Yes,Yes,Everything was quite clear and straightforward.,2,Male,English,No problems or bugs.,20.08895,
53,condition1,opportunity,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,to choose,8,non-legal,46,Yes,Yes,none,2.5,Male,english,none,5.49785,
53,condition1,opportunity,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,to choose,9,legal,46,Yes,Yes,none,2.5,Male,english,none,5.49785,
228,condition1,opportunity,18,"One might argue that anyone prepared to be part of a mob is not a classic, individual-liberty conservative. After all, the American revolution was not, unlike the French, a blood-bath for equality, but a war for freedom…",,to choose,4,legal,28,Yes,Yes,Thank you for the opportunity!,Yes,Male,English,None,6.265533333,
228,condition1,opportunity,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,to choose,8,non-legal,28,Yes,Yes,Thank you for the opportunity!,Yes,Male,English,None,6.265533333,
129,condition1,opportunity,30,Unlimited means unlimited. I don't care if I only use 2GB of data half the year. It's the freedom…,,To choose,10,non-legal,38,Yes,Yes,,3.5,Male,English ,No,31.00275,
160,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to choose,4,non-legal,28,Yes,Yes,,3,Female,English,no,5.2259,
192,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to choose,9,non-legal,24,Yes,Yes,,$5 ,Male,english,,9.4643,
214,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to choose,3,non-legal,47,Yes,Yes,,$2.00 ,Male,English ,No,11.44436667,
55,condition1,opportunity,25,"Subjective performance is conceptualized as a combination of both the athletes' perception of their own performance and the athletes' perception of the coaches' perception of the athletes' performance level. Subjective performance correlated best with adversity, concentration, confidence, and freedom…",,to choose ,1,non-legal,71,Yes,Yes,some questions did not make sense to me,2.5,Male,english,no,11.37281667,
154,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to choose a product,1,non-legal,35,Yes,Yes,It was hard to come up with sentences that didn't sound awkward for some of them.,I don't know.,Male,English,No.,11.59628333,
66,condition1,opportunity,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,"to choose a religion to participate, or not participate in",1,legal,36,Yes,Yes,"Kind of a cute experiment, although some of the examples were very difficult to follow. Probably would've helped to have more context, or it might not have made a difference.",$2 ,Female,english,"There were various grammar issues in the excerpts, but if they're pulled from actual online texts, then typos and errors are always bound to be abound.",8.48465,
139,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,To choose a variety of products.,3,non-legal,31,Yes,Yes,None,The price agreed to.,Male,English,None,11.8781,
222,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,to choose direction,2,non-legal,50,Yes,Yes,,1,Female,English,no,10.83926667,
89,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,"to choose the curriculum, and more funding for the schools.",9,non-legal,28,Yes,Yes,No comments.,Yes,Female,English,No,7.900833333,
21,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,To choose their own,7,non-legal,28,Yes,Yes,,$7 ,Female,English,No,30.02278333,
56,condition1,opportunity,19,"Discovery was also the first Star Trek to be rated TV-MA, which gave the showrunners the freedom…",,To choose what they see,10,non-legal,24,Yes,Yes,Thank you,2.5,Male,English,No,7.420016667,
156,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to choose where to teach,6,legal,30,Yes,Yes,,2.08,Female,English,no,6.6697,
110,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to choose which type of educational institution to work at and support,1,legal,25,Yes,Yes,,$6/hour,Female,English,No,6.126666667,
90,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to choose who inlet in my life,5,non-legal,41,Yes,Yes,That was difficult ,Y'all promised a couple bucks. So that much. ,Female,English,No,10.23376667,
208,condition1,opportunity,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,To choose your own religion ,4,legal,35,Yes,Yes,,2,Female,English,No,5.414933333,
209,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to choose.,5,non-legal,52,Yes,Yes,Everything was quite clear and straightforward.,2,Male,English,No problems or bugs.,20.08895,
170,condition1,opportunity,5,"They work under the premise that safer always is better. A current and continuing case, for instance, involves compulsory helmet laws and motorcyclists' campaign for repeal. Arguments for repeal are basic: freedom…",,to choose.,10,legal,42,Yes,Yes,Thank you. It was interesting.,yes,Male,English,No.,9.762383333,
20,condition1,opportunity,34,"It has built 2,000 acres of new islands from sand and coral in the South China Sea, replete with bases and runways. In May, the United States started sending Navy warships to within 12 nautical miles of the islands to assert freedom…",,to colonize,4,non-legal,19,Yes,Yes,Great study,$2 ,Female,English,No,7.623716667,
84,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,to control.,10,non-legal,31,Yes,Yes,N/A.,$5.00 ,Female,English,No,8.8099,
118,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to create a game,3,non-legal,20,Yes,Yes,,,Female,English,,5.8072,
6,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to create a masterpiece.,6,non-legal,26,Yes,Yes,,Yes,Female,english,No,8.262966667,
220,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to create an excellent curriculum for students.,2,legal,50,Yes,Yes,,$3 ,Female,Englishy,,8.273983333,
235,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,to create change.,1,non-legal,28,Yes,Yes,No comments.,$3.00 ,Male,English,No,6.150233333,
47,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,to create their own lessons,7,non-legal,46,Yes,Yes,none,2.5,Female,English,no,6.950116667,
59,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to decide a course of action.,6,non-legal,57,Yes,Yes,none,2,Female,English,none,8.56575,
87,condition1,opportunity,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,to defend life,9,legal,67,Yes,Yes,,5,Female,English,,6.098383333,
228,condition1,opportunity,21,"Then Peter Gorman offered the winners the chance to work at one of the worst schools in the district. In exchange, the principals would get a raise, freedom…",,to design the class,7,non-legal,28,Yes,Yes,Thank you for the opportunity!,Yes,Male,English,None,6.265533333,
145,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to design whatever we want.,1,non-legal,40,Yes,Yes,,3,Female,English ,No,7.6311,
228,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to die today,2,legal,28,Yes,Yes,Thank you for the opportunity!,Yes,Male,English,None,6.265533333,
202,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,to do anything,5,non-legal,32,Yes,Yes,n/a,3.25,Female,English,no,11.81271667,
206,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do as I please.,2,non-legal,31,Yes,Yes,,2,Female,English,None noticed.,7.65585,
115,condition1,opportunity,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,To do as we like,10,legal,63,Yes,Yes,,2,Male,English ,,5.654783333,
193,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to do as we please,2,legal,20,Yes,Yes,I thought it was interesting ,2,Female,English ,There were no problems ,7.997733333,
56,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,To do as we please,7,legal,24,Yes,Yes,Thank you,2.5,Male,English,No,7.420016667,
86,condition1,opportunity,32,"They, more than anyone, understand that what they protect is not a dead soldier, but a symbol of the value we place on those who gave their lives to defend the country they love, its way of life and the freedom…",,to do as you want and express yourself,5,non-legal,32,Yes,Yes,It was a thought provoking exercise and interesting,2.5,Female,English,no,6.609266667,
103,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to do it ourselves,1,non-legal,38,Yes,Yes,i have no comments,2,Male,english,no,6.233216667,
196,condition1,opportunity,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,to do meaningless work.,1,non-legal,45,Yes,Yes,Thank you for the opportunity to participate!,$5 ,Male,English,No,16.23405,
32,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,To do what he wants,10,non-legal,21,Yes,Yes,,1.5,Male,English,,40.22071667,
147,condition1,opportunity,23,"I turn to see Grandmother, wiping her eyes and lighting a candle at her shrine. She makes the Sign of the Cross, then tells me a story about the rich man who had everything he wanted except freedom…",,to do what he wished.,2,non-legal,24,Yes,Yes,,$2.50 ,Female,English,,8.582566667,
9,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,To do what I like ,10,non-legal,50,Yes,Yes,,Okay ,Male,English ,No,13.99355,
242,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do what I please,5,non-legal,70,Yes,Yes,,2,Male,English,No,10.16195,
59,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do what I please.,5,non-legal,57,Yes,Yes,none,2,Female,English,none,8.56575,
32,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do what i want,9,non-legal,21,Yes,Yes,,1.5,Male,English,,40.22071667,
132,condition1,opportunity,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,to do what we want,5,legal,18,,Yes,,,Male,,,16.19745,
240,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,to do what we want,4,legal,30,Yes,Yes,,0.8,Male,English,No,6.290283333,
194,condition1,opportunity,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,to do what you please,5,non-legal,33,Yes,Yes,I am interested in what you will do with the responses,yes,Female,English,no,22.91373333,
103,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do whatever,4,non-legal,38,Yes,Yes,i have no comments,2,Male,english,no,6.233216667,
228,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do whatever,9,non-legal,28,Yes,Yes,Thank you for the opportunity!,Yes,Male,English,None,6.265533333,
52,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to do whatever,10,non-legal,24,Yes,Yes,,$1 ,Male,English,n,11.18346667,
238,condition1,opportunity,11,"She said, ""I live in luxury now. I don't have to spend time with people I don't like. I have complete freedom…",,to do whatever I want.,3,non-legal,71,Yes,Yes,"Different, but interesting ",1.6,Female,English ,No,15.14003333,
93,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,to do whatever.,10,non-legal,24,Yes,Yes,,Yes,Other,English,No,8.399883333,
40,condition1,opportunity,40,"So I'm sick and tired of hearing' Women's issues' which is just a euphemism for abortion, really."" The women in Tampa take that message to heart. The 2020 election, many of them tell me, is about a bigger clash of ideals."" For me, it's freedom",,to do with one's body what one wishes.,7,legal,26,Yes,Yes,,$1.50 ,Female,English,No,6.04255,
99,condition1,opportunity,27,"And, son, that's why you don't want to end up like Stan Smith, the White Castle employee who did everything right.' Cause what did it get him? A government job fighting for so-called freedom",,to earn higher wages,2,non-legal,58,Yes,Yes,none,,Female,english,no,12.89703333,
111,condition1,opportunity,13,"Once I'm airborne, the kite responds like a parachute, slowing my descent. I glide for a few seconds before landing on a feathery cushion of waist-deep joy. But most liberating is the sheer freedom…",,to enjoy.,10,non-legal,33,Yes,Yes,,2,Male,English,No,9.654316667,
95,condition1,opportunity,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,To every person ,2,non-legal,40,Yes,Yes,,2.5,Female,English ,No,9.793516667,
211,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to excel.,4,legal,54,Yes,Yes,"I hope it is ok that I used 5 (and possibly 6) words in some of the sentences.  There were some that I knew what I wanted to say, but couldn’t make it make sense using only 2 - 4 words.",I’m happy with what I was offered.,Female,English,No.,34.55576667,
232,condition1,opportunity,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,to exercise ones vote,2,legal,39,Yes,Yes,Challenging but interesting,5,Female,English,no,10.15596667,
92,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,to exist,4,non-legal,30,Yes,Yes,,2.5,Male,English,None,8.00795,
229,condition1,opportunity,6,"At the time of the Paris Peace Conference, the goal of the conference was described as ""giving birth to a new order to which all mankind is looking for freedom…",,to exist peacefully.,8,legal,36,Yes,Yes,,3,Male,English,No,7.13735,
141,condition1,opportunity,26,"Knowing constitutional law requires full knowledge of all four Organic Laws of the United States of America and the only way to acquire that knowledge is to read and study those laws. Together, the Declaration of Independence and the Articles of Confederation provide a path to freedom…",,to exist without limits,9,legal,45,Yes,Yes,,1,Female,English,no,6.21805,
129,condition1,opportunity,36,"It was then, at fifteen, when Megan and I met our first humans. Until that point the technicians kept us in atelier tanks -- alive and conscious, fed information and nutrients through a series of cables and tubes. The tanks gave us freedom…",,to experience life ,1,non-legal,38,Yes,Yes,,3.5,Male,English ,No,31.00275,
89,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,to explore new methods of teaching.,3,legal,28,Yes,Yes,No comments.,Yes,Female,English,No,7.900833333,
91,condition1,opportunity,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,To express,9,legal,49,Yes,Yes,None,2,Female,Chinese,No,6.617883333,
86,condition1,opportunity,18,"One might argue that anyone prepared to be part of a mob is not a classic, individual-liberty conservative. After all, the American revolution was not, unlike the French, a blood-bath for equality, but a war for freedom…",,"to express one's self whether it be religion, finances, etc",2,legal,32,Yes,Yes,It was a thought provoking exercise and interesting,2.5,Female,English,no,6.609266667,
191,condition1,opportunity,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",,to express ourselves,7,non-legal,64,Yes,Yes,,$1 or more,Female,English,no problems,9.68965,
110,condition1,opportunity,39,"It is an open question which form of the couplet demands the more technique, heroic or romance. All we can be sure of is that each version demands plenty. Perhaps the romance couplet always demanded most, as it headed towards the freedom…",,to express the writer’s thoughts,5,non-legal,25,Yes,Yes,,$6/hour,Female,English,No,6.126666667,
96,condition1,opportunity,8,"One final commonality, though, is less heartening: many organizations appear scared to death of Enterprise 2.0. They're worried that people will use the new tools and accompanying freedom…",,to find new jobs.,1,non-legal,40,Yes,Yes,,yes,Female,english,no,4.072983333,
211,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to find the perfect item.,3,non-legal,54,Yes,Yes,"I hope it is ok that I used 5 (and possibly 6) words in some of the sentences.  There were some that I knew what I wanted to say, but couldn’t make it make sense using only 2 - 4 words.",I’m happy with what I was offered.,Female,English,No.,34.55576667,
197,condition1,opportunity,3,What is the very best way to get the Amazon system to work for you when you're promoting its products? Offering your buyers a wide selection of products to choose from offers them lots of freedom…,,to find what they want,5,non-legal,48,Yes,Yes,"I fully understood the directions, I just found it interesting as it was difficult to decide which choice the completed sentence fit under. In most cases, it felt like both 'could' apply. But there were some where I chose one or the other because it seemed most fitting, and then a couple, at least to me really seemed to be just one or the other. I don't think any of them felt like 'neither' because they all dealt with freedom in one way or another.",3,Female,English,No issues,16.61911667,
9,condition1,opportunity,10,"We allowed Percival to modify the starting conditions of this system to see if that would allow us to get to the current situation. At least, that was what we intended. It turns out that we gave Percival the additional freedom… ",,To fuck uo shit,3,non-legal,50,Yes,Yes,,Okay ,Male,English ,No,13.99355,
